RecordWritten,Cluster_ID
16,2
16,4
16,4
16,4
16,2
16,3
16,2
16,2
16,2
16,1
16,2
16,2
16,2
16,2
16,1
16,4
16,4
16,2
16,2
16,2
16,2
16,2
16,3
16,4
16,2
16,2
16,2
16,4
16,2
16,2
16,2
16,2
16,2
16,4
16,2
16,2
16,4
16,4
16,2
16,1
16,7
16,2
16,1
16,2
16,4
16,1
16,1
16,4
16,1
16,4
16,2
16,2
16,2
16,4
16,2
16,4
16,2
16,2
16,2
16,4
16,4
16,4
16,4
16,2
16,2
16,2
16,2
16,2
16,2
16,4
16,2
16,1
16,4
16,2
16,4
16,2
16,2
16,1
16,2
16,1
16,4
16,2
16,2
16,2
16,1
16,4
16,3
16,2
16,2
16,2
16,4
16,3
16,2
16,2
16,4
16,2
16,4
16,2
16,1
16,4
16,2
16,2
16,2
16,2
16,4
16,2
16,2
16,2
16,5
16,2
16,2
16,2
16,2
16,4
16,2
16,2
16,2
16,2
16,2
16,2
16,2
16,2
16,2
16,2
16,1
16,2
16,1
16,2
16,2
16,2
16,2
16,2
16,2
16,2
16,2
16,3
16,2
16,1
16,2
16,2
16,4
16,4
16,4
16,2
16,2
16,4
16,2
16,2
16,2
16,2
16,2
16,4
16,2
16,1
16,2
16,2
16,2
16,1
16,2
16,4
16,4
16,2
16,1
16,1
16,3
16,2
16,2
16,2
16,4
16,2
16,7
16,1
16,2
16,3
16,1
16,3
16,2
16,2
16,2
16,2
16,4
16,2
16,2
16,2
16,3
16,3
16,3
16,3
16,2
16,2
16,3
16,2
16,2
16,2
16,3
16,2
16,3
16,3
16,4
16,2
16,1
16,1
16,2
16,1
16,2
16,3
16,1
16,3
