Record_Number,RecordWritten,DNIS,Cluster_ID,Cluster_Type,RepeatCall,Repeat_UID,Source
3782448,10/14/2018 1:26,2236,2,Identification,TRUE,73793717-0eb3-44ad-97a0-3047d8e09152,CM2
3782458,10/14/2018 1:31,1750,3,Identification,TRUE,0bdaea8f-17f5-4e43-829e-6437d07fc21f,CM4
3782464,10/14/2018 1:33,1750,3,Identification,TRUE,a67265ad-f360-4dd3-b99f-82d80d41899a,OM3
3782465,10/14/2018 1:35,2796,4,Identification,TRUE,5200be64-8688-4448-9dcd-d5d34d094aa2,CM1
3782494,10/14/2018 2:02,1750,3,Identification,TRUE,a3838b1b-0a91-40e4-b05c-4f33270fc3c1,CM1
3782507,10/14/2018 2:16,2236,2,Identification,TRUE,b30a1358-bf2f-42d9-812e-c62aae35560c,OM3
3782523,10/14/2018 2:34,2236,2,Identification,TRUE,974e3bb1-33ad-4fba-a2b8-2c098c123be6,CM1
3782526,10/14/2018 2:42,2236,2,Identification,TRUE,6ba00633-1ba6-4e4b-9b6e-6066067160e8,OM3
3782560,10/14/2018 3:40,1750,3,Identification,TRUE,4c1bd8cb-6a18-4c6d-83ee-3df9c712d467,CM1
3782573,10/14/2018 3:52,2236,2,Identification,TRUE,bfaed530-fa7f-45e2-8dc2-fd15bc3b5ea5,OM2
3782580,10/14/2018 4:13,2236,2,Identification,TRUE,770ec082-b68d-4a9b-82ef-f054764ad191,CM3
3782590,10/14/2018 4:30,2236,2,Identification,TRUE,a4eb2a62-bae6-40f8-bfd7-902f5505927c,OM4
3782606,10/14/2018 4:56,2236,2,Identification,TRUE,bf6c6e40-f264-46aa-8af9-acfff34d234d,CM3
3782609,10/14/2018 5:04,1750,3,Identification,TRUE,89f876ee-104f-43d0-83ce-b6d5b07ded2c,CM1
3782623,10/14/2018 5:45,8767,1,Identification,TRUE,8f9d3d3e-63f8-4378-accb-6067de391825,CM3
3782627,10/14/2018 6:00,2236,2,Identification,TRUE,b5d12749-f153-4d01-90cc-a997d8c17fda,CM1
3782628,10/14/2018 6:08,2236,2,Identification,TRUE,f0c11868-4e9a-4075-a51b-cb066cbcb6a8,OM4
3782630,10/14/2018 6:19,2236,2,Identification,TRUE,af051d65-7c95-489c-a924-09dca97a1300,CM3
3782640,10/14/2018 6:41,2236,2,Identification,TRUE,74f849cc-2ef5-45d4-aa09-5e35b4003556,OM4
3782641,10/14/2018 6:41,8767,1,Identification,TRUE,b061e44a-9771-4788-9209-a1d22bebbfcc,OM2
3782645,10/14/2018 6:50,8767,1,Identification,TRUE,28189767-dfe1-4418-a690-716ef045b389,OM1
3782648,10/14/2018 6:52,1750,3,Identification,TRUE,b821a904-7690-4015-8945-99bb59e41d50,OM3
3782654,10/14/2018 7:03,8767,1,Identification,TRUE,6c25c17e-4cdc-4595-91dc-b25fc16f331a,OM1
3782662,10/14/2018 7:08,2236,2,Identification,TRUE,02d314df-008e-4235-910e-65deb4640485,OM3
3782663,10/14/2018 7:10,8767,1,Identification,TRUE,f37bb17a-ccf0-4efa-9e7a-6ec45f78106f,OM1
3782680,10/14/2018 7:18,2236,2,Identification,TRUE,1ab1170d-9c28-4c82-b186-8fbb334d3b6c,OM3
3782684,10/14/2018 7:19,2236,2,Identification,TRUE,63a5c50e-8d53-449f-8c7e-018e8b473dc9,OM3
3782685,10/14/2018 7:21,2236,2,Identification,TRUE,9602c4f7-2ee1-41ac-b49f-4ec057154ae1,CM3
3782688,10/14/2018 7:26,1750,3,Identification,TRUE,1b28f082-b97c-4e39-807b-359506020f9f,CM3
3782708,10/14/2018 7:45,2796,4,Identification,TRUE,ba92b908-6258-463e-a600-425a18ce62e9,CM3
3782723,10/14/2018 8:01,2236,2,Identification,TRUE,d898c261-b242-4ecd-8e09-a4e9ed392abc,CM1
3782741,10/14/2018 8:15,2236,2,Identification,TRUE,e92b1638-cb85-4caa-8e92-777e190195dd,CM2
3782744,10/14/2018 8:16,2236,2,Identification,TRUE,e2c2d2b6-a962-4cf4-a4f8-dba2ddc82914,CM1
3782746,10/14/2018 8:17,2796,4,Identification,TRUE,6110d3d3-d242-415f-8abc-9f2ecdea58cd,OM2
3782765,10/14/2018 8:37,2236,2,Identification,TRUE,5707057a-93df-4793-b510-b26061303ee6,CM4
3782768,10/14/2018 8:38,2236,2,Identification,TRUE,0bec9fc4-1669-46d7-bcc7-7438ad987a5f,CM3
3782775,10/14/2018 8:41,1750,3,Identification,TRUE,bf96d60a-3cd0-405c-b2e1-9a5e7871d66f,CM1
3782787,10/14/2018 8:48,2236,2,Identification,TRUE,f10fd5a3-cb42-4547-855d-6b39cfec6f62,CM3
3782835,10/14/2018 9:06,2236,2,Identification,TRUE,e4ca4f45-ce93-49aa-a84c-75b79b8da7b5,CM4
3782838,10/14/2018 9:07,1750,3,Identification,TRUE,bcc12ea2-698f-47a9-83f2-85b8838caa05,CM3
3782847,10/14/2018 9:12,1750,3,Identification,TRUE,05dfe515-85fe-49b4-be88-17f656193720,CM1
3782854,10/14/2018 9:13,2796,4,Identification,TRUE,bcdfd8c1-c5ac-4228-ac21-9ae6d68f0cf9,OM2
3782858,10/14/2018 9:15,2796,4,Identification,TRUE,2690f80c-0d7e-46f1-be96-e76456e89cdc,OM2
3782864,10/14/2018 9:17,1750,3,Identification,TRUE,191ee9db-bcf6-4f7d-baa1-d027c18a67da,CM1
3782866,10/14/2018 9:18,2236,2,Identification,TRUE,3c1b12bf-18ee-4134-8046-992e061a9849,CM3
3782879,10/14/2018 9:24,1750,3,Identification,TRUE,34e18f57-403d-4e13-af5d-7e6582faa1a9,CM4
3782893,10/14/2018 9:30,1750,3,Identification,TRUE,cc2ec643-b3d9-4154-8530-80a85c7d2843,CM2
3782899,10/14/2018 9:33,1750,3,Identification,TRUE,dfe9f124-a4f8-4bbc-985c-8677cd98b5a8,CM3
3782919,10/14/2018 9:39,1750,3,Identification,TRUE,e277eb08-e9a2-4619-8a86-17f068b40e43,OM2
3782928,10/14/2018 9:43,1750,3,Identification,TRUE,555530da-faca-42cb-ab39-1d3957526e72,CM3
3782933,10/14/2018 9:47,1750,3,Identification,TRUE,46728840-0234-47a1-ab88-22e827d5539c,CM1
3782934,10/14/2018 9:47,2796,4,Identification,TRUE,bea13d5b-52e7-4891-b5ba-f09991a0971d,CM2
3782937,10/14/2018 9:47,2236,2,Identification,TRUE,f7cfe48d-c3a8-4367-845e-8bc7aef8a7b6,OM2
3782959,10/14/2018 9:53,1750,3,Identification,TRUE,7f835c3f-35ac-40ec-92fb-9b4aa81e0441,CM4
3782970,10/14/2018 9:55,2236,2,Identification,TRUE,11a1deca-a111-4cfd-9ed0-e5374fb4315d,CM3
3782984,10/14/2018 10:00,2236,2,Identification,TRUE,4f158fa7-4730-4a51-b61f-acfb4a0518c3,CM1
3782986,10/14/2018 10:00,2236,2,Identification,TRUE,22ff8b56-78e5-4efa-827b-ece8165878fc,OM2
3782988,10/14/2018 10:01,2236,2,Identification,TRUE,07c7141f-af2e-4d8c-87b5-c4e102d6c3f6,OM3
3782993,10/14/2018 10:03,1750,3,Identification,TRUE,a872af23-20c0-436c-ab20-c0b4a9ebe92d,CM4
3782997,10/14/2018 10:04,8767,1,Identification,TRUE,5d69ef7c-ead4-44be-a6b7-300983d8d0ce,CM3
3783001,10/14/2018 10:05,2796,4,Identification,TRUE,88e0dd45-faa8-4b99-bf21-6a4c633d4a4e,OM4
3783002,10/14/2018 10:06,1750,3,Identification,TRUE,324476a7-cfaf-45d2-bf49-f209970c6d0a,OM3
3783010,10/14/2018 10:08,2796,4,Identification,TRUE,1eddffcf-6c15-41b3-ac43-0973dc41ee7d,OM3
3783021,10/14/2018 10:13,8767,1,Identification,TRUE,ab004af2-76bc-4390-ac7a-cdce8128f13b,OM4
3783034,10/14/2018 10:17,2236,2,Identification,TRUE,35f16f3a-4138-4f6f-bd98-49e02734e07f,OM3
3783039,10/14/2018 10:19,8767,1,Identification,TRUE,587fe7c8-39d7-49d6-b018-ef42c967181f,OM1
3783082,10/14/2018 10:29,1750,3,Identification,TRUE,41e5dc67-7c51-434e-a380-5de686eccaa8,CM2
3783129,10/14/2018 10:40,1750,3,Identification,TRUE,23470f6c-a7b4-4b53-9591-3b5854416209,CM4
3783133,10/14/2018 10:40,1750,3,Identification,TRUE,cd46844d-f1b6-48a8-9dab-fed59f869426,CM4
3783135,10/14/2018 10:40,1750,3,Identification,TRUE,f56d6c81-50a9-4df7-a077-295fb9c362a5,OM2
3783148,10/14/2018 10:43,1750,3,Identification,TRUE,bcc7c0cc-82d6-4467-83da-d63b66dafbff,OM1
3783150,10/14/2018 10:45,2796,4,Identification,TRUE,7cc5b8c4-ce6b-4eed-b3fc-4e55639af99e,OM3
3783159,10/14/2018 10:47,8767,1,Identification,TRUE,9006c2b0-a626-408e-8048-299e08521e8a,OM2
3783161,10/14/2018 10:47,2236,2,Identification,TRUE,f3d3edad-888a-4af3-8c63-866802dd71be,CM3
3783176,10/14/2018 10:50,2236,2,Identification,TRUE,faeec5a1-63dd-421f-8728-95515a022e96,OM3
3783190,10/14/2018 10:53,2236,2,Identification,TRUE,f3290579-2e85-414e-aca6-65a66e979166,OM1
3783198,10/14/2018 10:55,1750,3,Identification,TRUE,12a7291a-fa95-42f7-a2c2-7eb7d931bf60,CM4
3783217,10/14/2018 10:59,1750,3,Identification,TRUE,b11f3b7a-27c8-46b7-8561-626454d145be,CM2
3783236,10/14/2018 11:06,2796,4,Identification,TRUE,76e6a975-8402-4fee-b700-dee638e87344,CM1
3783245,10/14/2018 11:08,2236,2,Identification,TRUE,96add50f-5272-4b5d-a598-ecc3c461e318,CM4
3783246,10/14/2018 11:08,2236,2,Identification,TRUE,75597bf2-eab0-42a5-9929-acceb3a128e4,OM1
3783253,10/14/2018 11:10,1750,3,Identification,TRUE,1543f986-bfe6-4a8c-a8b8-a2641409838e,CM2
3783258,10/14/2018 11:11,1750,3,Identification,TRUE,b34549ce-2bbc-4ef3-8181-a4a7d06dcf66,OM3
3783288,10/14/2018 11:19,1750,3,Identification,TRUE,6272073e-9700-461f-b06d-5df514df4161,CM4
3783304,10/14/2018 11:22,2236,2,Identification,TRUE,bf3fc530-a408-4166-b3f5-1f4f6c42cc1d,OM3
3783311,10/14/2018 11:23,2236,2,Identification,TRUE,2400a1f7-847b-47a2-8189-dae3094dcc58,OM4
3783325,10/14/2018 11:26,2236,2,Identification,TRUE,b7753d4e-73e5-4068-b59d-0e3f67fe3ebf,CM2
3783328,10/14/2018 11:27,2236,2,Identification,TRUE,6523de40-d0fa-4475-b0ce-5c47f1f76774,OM2
3783330,10/14/2018 11:27,1750,3,Identification,TRUE,919d585b-432b-4763-a744-e795428719d6,OM4
3783346,10/14/2018 11:29,2236,2,Identification,TRUE,79771ec1-1448-40a8-92c5-fc81948cf640,OM4
3783347,10/14/2018 11:29,2236,2,Identification,TRUE,0727d28a-8305-4a4e-8efc-013acbcda74a,OM4
3783352,10/14/2018 11:30,2236,2,Identification,TRUE,67677f15-ccb8-43ef-ae60-cb6a9e2dd3c7,CM2
3783360,10/14/2018 11:32,2236,2,Identification,TRUE,6d98f614-0f04-45d1-9b0c-db5eca723a64,OM2
3783371,10/14/2018 11:34,2236,2,Identification,TRUE,260b85e6-1da1-4d13-8000-327600c58175,CM4
3783381,10/14/2018 11:36,1750,3,Identification,TRUE,8fe15e49-a56c-4d33-aace-2437cb6ee9b5,CM4
3783382,10/14/2018 11:36,2236,2,Identification,TRUE,00fe48c8-b33c-48bd-b83e-8de900fb4a19,OM3
3783414,10/14/2018 11:44,1750,3,Identification,TRUE,4560cdd6-686d-45ea-bf99-94cac4c21b55,CM3
3783443,10/14/2018 11:49,2236,2,Identification,TRUE,feaf7afa-51e4-4b60-9153-cd0b4969e7da,CM4
3783456,10/14/2018 11:50,1750,3,Identification,TRUE,24f9a16b-d329-4f82-8cc9-3cb3d842d78e,OM1
3783467,10/14/2018 11:52,2236,2,Identification,TRUE,8cfd572c-b54e-4db8-ab33-ef5711aa3768,OM3
3783484,10/14/2018 11:56,8767,1,Identification,TRUE,f9042632-fa84-420f-8d58-fcfa69b8c548,OM4
3783494,10/14/2018 11:58,2236,2,Identification,TRUE,b1f5302d-2d56-4e3d-9095-312e8a3a4198,OM1
3783516,10/14/2018 12:03,2796,4,Identification,TRUE,821039c3-cf41-4e77-bfe4-d9d831301034,CM3
3783526,10/14/2018 12:04,2236,2,Identification,TRUE,fb8f0dd3-a455-48a0-91d2-43d9f5ecb19d,OM1
3783541,10/14/2018 12:07,8767,1,Identification,TRUE,1e145b35-0cea-451c-b50c-a818d87670cb,CM3
3783542,10/14/2018 12:08,2236,2,Identification,TRUE,dfb64ca6-657e-46c1-84f8-265a47b9ccbe,OM4
3783552,10/14/2018 12:09,2236,2,Identification,TRUE,83415102-be92-4fea-b6f8-14d234139f04,OM4
3783594,10/14/2018 12:17,2236,2,Identification,TRUE,15a6916c-9aad-44e4-ae03-f699fd93fb93,OM3
3783598,10/14/2018 12:18,2236,2,Identification,TRUE,c1c17b55-988c-4e93-b456-6bb143dacb72,CM3
3783600,10/14/2018 12:18,2796,4,Identification,TRUE,6a695aed-dc23-4080-87d3-7af3095a4a33,OM1
3783602,10/14/2018 12:18,1750,3,Identification,TRUE,ba2a17ae-83d0-472e-8aad-dd598cb6cd7d,CM1
3783615,10/14/2018 12:21,2236,2,Identification,TRUE,001062f7-f570-4eeb-a3b1-afa1f214f447,OM3
3783635,10/14/2018 12:24,8767,1,Identification,TRUE,5ac2caad-a56f-40fe-8c2a-383dc789c589,CM1
3783641,10/14/2018 12:25,2236,2,Identification,TRUE,fc24a1e7-6f1d-4cf7-95ef-7049a504f1c8,CM1
3783646,10/14/2018 12:27,2236,2,Identification,TRUE,4e04f71a-d26b-4d10-9279-b76778d920c7,OM3
3783665,10/14/2018 12:29,2236,2,Identification,TRUE,0fbe9a98-84b1-417f-9d30-880eb7fbaf06,OM3
3783676,10/14/2018 12:32,2236,2,Identification,TRUE,8eea49a6-5848-44f8-b328-3486469a4dd6,OM2
3783693,10/14/2018 12:34,2236,2,Identification,TRUE,ae566ee3-c666-495e-9334-b3117856c9bd,OM4
3783697,10/14/2018 12:35,2796,4,Identification,TRUE,fada0c1f-79a3-436f-96eb-892ab4de8353,OM4
3783717,10/14/2018 12:38,1750,3,Identification,TRUE,4b26a49c-ca5a-473c-bc7a-a444cb538342,CM3
3783718,10/14/2018 12:38,2236,2,Identification,TRUE,240996cf-8d06-4bad-b671-8442ad6dcb57,CM3
3783724,10/14/2018 12:39,2236,2,Identification,TRUE,d308ffe3-b989-44ee-a3e1-6cae760d8232,CM2
3783735,10/14/2018 12:41,2236,2,Identification,TRUE,6d65db7d-a380-4a1e-ae72-5d34faf06cd4,OM3
3783742,10/14/2018 12:42,1750,3,Identification,TRUE,9f6d9ed0-0194-4636-98c0-5e27af790f34,OM4
3783744,10/14/2018 12:42,1750,3,Identification,TRUE,aea87e9a-a96b-4068-9843-f4747e4ea43a,OM4
3783748,10/14/2018 12:42,1750,3,Identification,TRUE,91eb6f80-eca3-4630-b7b0-f20e5cdaf1a2,CM4
3783757,10/14/2018 12:43,2236,2,Identification,TRUE,1e2cb3da-7ce9-4319-a348-29ec3784147f,CM1
3783762,10/14/2018 12:44,2236,2,Identification,TRUE,39720524-1f9d-41cd-8453-abaec8843aec,OM3
3783763,10/14/2018 12:44,2236,2,Identification,TRUE,402a364a-980a-45db-8d7f-ce17df3cc8ec,OM3
3783777,10/14/2018 12:47,2236,2,Identification,TRUE,bb790c82-5017-414b-9f18-471013f25e92,CM3
3783787,10/14/2018 12:50,8767,1,Identification,TRUE,77ec7d3e-72ab-49f8-bd6a-df639aca61f3,CM3
3783804,10/14/2018 12:53,2236,2,Identification,TRUE,9942b1b3-7d41-4d04-8fcc-fc3ef28035d2,CM2
3783818,10/14/2018 12:56,1750,3,Identification,TRUE,42d1d13d-e757-432f-bf61-4da1996ea381,OM1
3783819,10/14/2018 12:56,1750,3,Identification,TRUE,bfbb0332-8b1f-448d-a8b1-56073f960595,OM3
3783828,10/14/2018 12:58,2796,4,Identification,TRUE,1aafc462-239b-4c6b-90d5-9221126ea928,OM1
3783843,10/14/2018 13:01,8767,1,Identification,TRUE,d7e44c31-7552-4f50-92da-ab542dd09cd6,OM3
3783879,10/14/2018 13:07,1033,6,Identification,TRUE,18474c1a-fd01-4fe3-8697-472f7f17d1da,CM4
3783903,10/14/2018 13:11,2236,2,Identification,TRUE,a2b58fa5-4236-4871-b1db-bd66732d7049,CM1
3783908,10/14/2018 13:11,2236,2,Identification,TRUE,222dae24-f29b-4bbe-b32a-b954f1bbee89,OM1
3783909,10/14/2018 13:12,8767,1,Identification,TRUE,e82514b5-2bf0-4392-9871-5faa5647d70a,OM4
3783911,10/14/2018 13:12,1750,3,Identification,TRUE,f1606553-f520-4eed-ad0e-218312465c2a,OM1
3783918,10/14/2018 13:13,2236,2,Identification,TRUE,aa3507c9-fe05-49d1-b20e-a8c3ad7ae490,OM4
3783927,10/14/2018 13:15,2236,2,Identification,TRUE,f8ef5239-cff2-4473-b7f3-20dc98986509,CM4
3783958,10/14/2018 13:19,1750,3,Identification,TRUE,4ea428da-a7c3-4b6a-bfe9-595833ddb3a3,CM4
3783963,10/14/2018 13:20,2236,2,Identification,TRUE,87fa1017-c5d6-469d-9040-4c97c9318e22,CM4
3783970,10/14/2018 13:21,2236,2,Identification,TRUE,19d4d6d8-691e-4798-afdd-a63983477bea,CM3
3783979,10/14/2018 13:23,1750,3,Identification,TRUE,36dd9dbd-f002-4646-abbf-33f3f0760611,OM4
3783981,10/14/2018 13:23,1750,3,Identification,TRUE,a3a05f3b-0bdf-442d-a145-93cc05a61de8,CM3
3784016,10/14/2018 13:30,1750,3,Identification,TRUE,fb4e8d44-1354-4632-90e3-d0caeb0a6a64,OM1
3784028,10/14/2018 13:32,2236,2,Identification,TRUE,09a879a4-6494-4d10-a7dd-74fe9100124c,OM3
3784036,10/14/2018 13:34,8767,1,Identification,TRUE,1b6b6c70-8d09-4c35-9fd6-755ff96e9ee6,CM2
3784037,10/14/2018 13:34,2500,8,Identification,TRUE,ee291f77-8dbb-4362-b534-7548403ed7c6,CM2
3784042,10/14/2018 13:35,8767,1,Identification,TRUE,84155424-bde3-465f-9425-bc60c95cc10f,OM4
3784045,10/14/2018 13:35,1750,3,Identification,TRUE,f7c301b3-8cce-465e-b70a-f9b535e80915,CM4
3784065,10/14/2018 13:40,8767,1,Identification,TRUE,fd94e912-a5e3-4a9c-a1a5-bb33538b879d,CM3
3784068,10/14/2018 13:40,2236,2,Identification,TRUE,e8bf1bc9-b931-45f9-9bdc-5d2a73b1c5a2,OM4
3784072,10/14/2018 13:41,8767,1,Identification,TRUE,de04cfc5-6a6a-4fe6-95bc-4851461affde,OM4
3784076,10/14/2018 13:42,8767,1,Identification,TRUE,aadc2bf1-b6e1-4ba1-b74d-f61774276881,OM1
3784077,10/14/2018 13:42,8767,1,Identification,TRUE,cc31e640-1a43-44a7-ba80-e28142cab365,CM3
3784084,10/14/2018 13:44,2236,2,Identification,TRUE,9ab3aaec-cb8f-4fc4-866a-d08a9310fe51,OM3
3784089,10/14/2018 13:45,2236,2,Identification,TRUE,c39ec430-484b-435d-9d30-043d5dbdac93,CM2
3784105,10/14/2018 13:49,2796,4,Identification,TRUE,68ebffd7-3b09-480e-82cd-304e993a80ca,OM3
3784132,10/14/2018 13:54,2796,4,Identification,TRUE,6958aeca-ff00-40c5-a456-4db5bf8944c6,OM3
3784149,10/14/2018 13:57,2236,2,Identification,TRUE,6e5eea58-5fd1-4626-9626-0de596447333,CM4
3784150,10/14/2018 13:57,1750,3,Identification,TRUE,e7461806-05e8-4be2-995d-ff7954ee78b6,CM1
3784153,10/14/2018 13:57,2236,2,Identification,TRUE,eac5e29d-493d-471b-947e-a44ac4a5dbaa,OM3
3784156,10/14/2018 13:58,2236,2,Identification,TRUE,19fd727b-fbd9-4055-a978-3075c684568f,OM4
3784184,10/14/2018 14:04,2236,2,Identification,TRUE,304ea59c-dbe2-4907-ae61-8bcec9c701af,CM1
3784200,10/14/2018 14:07,2796,4,Identification,TRUE,c6fda1a6-adf5-4ea5-9707-6f24e5759ba5,OM1
3784201,10/14/2018 14:08,2796,4,Identification,TRUE,be800c94-0406-4416-93ec-81815d72de3e,OM2
3784204,10/14/2018 14:08,1750,3,Identification,TRUE,f4aed982-f95e-4b3c-86c8-3b25fabd46d3,CM1
3784206,10/14/2018 14:09,2236,2,Identification,TRUE,353d5c0f-94cf-4321-85b5-de620b74e205,OM1
3784218,10/14/2018 14:12,2236,2,Identification,TRUE,e84e9463-39de-494e-8e12-bf70e042f53c,OM2
3784242,10/14/2018 14:15,2236,2,Identification,TRUE,516fa29d-ea48-4c42-a927-b179abf77efb,OM4
3784250,10/14/2018 14:16,8767,1,Identification,TRUE,58dffdcf-52fa-4a2e-bb70-cf0749cdf268,CM4
3784252,10/14/2018 14:16,2236,2,Identification,TRUE,f9314f34-5448-4211-8978-0f3eb3e3f696,CM2
3784256,10/14/2018 14:17,2236,2,Identification,TRUE,9553d2de-0538-49a0-92b5-dcca3e3a667c,CM1
3784262,10/14/2018 14:19,2236,2,Identification,TRUE,38515a36-4478-45f8-9568-2a9a33baed23,CM3
3784272,10/14/2018 14:21,2236,2,Identification,TRUE,1bbf1516-5ac7-4a61-9cf5-d781dade6cca,OM2
3784273,10/14/2018 14:21,1750,3,Identification,TRUE,cbc6d96b-4725-4c31-8858-496a569375c8,CM2
3784283,10/14/2018 14:22,2796,4,Identification,TRUE,d01efeab-1443-4c4d-9ec9-83905dbd6fb7,OM3
3784291,10/14/2018 14:23,2236,2,Identification,TRUE,04e72fe8-b465-447c-9897-17cc7de26aaa,CM4
3784314,10/14/2018 14:28,2236,2,Identification,TRUE,d0e98e2d-ce4c-4378-a59f-fa521775bcb6,OM1
3784316,10/14/2018 14:29,1750,3,Identification,TRUE,e0d4ea55-7bc4-47a2-b398-26b800438d3d,OM3
3784324,10/14/2018 14:31,2236,2,Identification,TRUE,6579c298-0dd2-4b30-90e1-ddce62b574e1,CM4
3784340,10/14/2018 14:34,2236,2,Identification,TRUE,b422dd1f-1deb-4a99-ae78-dfcc62ff5804,OM1
3784341,10/14/2018 14:34,2792,7,Identification,TRUE,d52eeba4-4fa8-4cb4-9aaf-fde0a8b14497,CM2
3784342,10/14/2018 14:34,2236,2,Identification,TRUE,004f9900-9a50-4163-867c-0309f1e55930,OM1
3784385,10/14/2018 14:43,1750,3,Identification,TRUE,11ce020a-8a5c-44cd-9b87-027cc6c79621,CM3
3784401,10/14/2018 14:45,8767,1,Identification,TRUE,6cd4dbef-7708-4d84-abed-6d90a43d9a96,CM2
3784421,10/14/2018 14:48,1750,3,Identification,TRUE,5231f7a2-6eb7-473a-a2cb-c26e5b8fbaff,CM3
3784465,10/14/2018 14:55,2236,2,Identification,TRUE,cc3f652e-54fe-476b-9de1-3cf8b361dd11,OM1
3784540,10/14/2018 15:08,2236,2,Identification,TRUE,ee263c14-3c9a-4e1c-a119-5ef88012a7f6,OM2
3784552,10/14/2018 15:10,2236,2,Identification,TRUE,15912ed7-7fb9-46db-bbdd-3e27fd21c292,OM1
3784561,10/14/2018 15:11,2236,2,Identification,TRUE,eead17d3-0e47-40d6-afae-c0585675d141,CM2
3784573,10/14/2018 15:13,1750,3,Identification,TRUE,018559ae-4e64-4e7f-a0fe-ba9faa462c93,CM2
3784576,10/14/2018 15:14,2236,2,Identification,TRUE,4f806ff8-0cea-4557-8248-8cc00cf74669,OM3
3784582,10/14/2018 15:14,8767,1,Identification,TRUE,9f6f7c76-314e-4ceb-ab7b-c2075fa2c295,CM4
3784593,10/14/2018 15:17,8767,1,Identification,TRUE,48da7ff4-cc1f-454e-8cc1-1a2b33f464af,CM3
3784653,10/14/2018 15:27,2796,4,Identification,TRUE,3995e443-7503-4ac4-8702-b1bd1db58c34,CM2
3784657,10/14/2018 15:27,1750,3,Identification,TRUE,3eb4415a-8425-483c-8df9-12a33adbb060,CM3
3784666,10/14/2018 15:29,2796,4,Identification,TRUE,869ce4fc-123c-4458-bae2-d08020931735,CM2
3784670,10/14/2018 15:30,2236,2,Identification,TRUE,ca2d1ff1-bac1-48bc-9c77-95a92b7d68e6,CM1
3784676,10/14/2018 15:31,2236,2,Identification,TRUE,313345c4-2791-4cd8-abd7-16499847111e,CM1
3784690,10/14/2018 15:34,1750,3,Identification,TRUE,f8cdd5d4-5601-45fc-b94a-7e867e7c2fe9,OM4
3784691,10/14/2018 15:34,8767,1,Identification,TRUE,dfd2776f-f4d5-42f5-b409-810e7a6cc1b4,CM4
3784701,10/14/2018 15:36,8767,1,Identification,TRUE,c2031b08-5f6e-4fdb-99c0-fb81cec1b4b3,OM1
3784703,10/14/2018 15:36,1750,3,Identification,TRUE,fb8df7c3-4d84-46ea-b69a-d8e6bd37fde5,CM2
3784708,10/14/2018 15:37,1750,3,Identification,TRUE,e620dc5d-2b5a-4997-8b92-2a100f4fe3ac,CM1
3784713,10/14/2018 15:38,1033,6,Identification,TRUE,d69fd604-fbb3-403c-af51-c01d64530e09,CM2
3784722,10/14/2018 15:39,1750,3,Identification,TRUE,4d4fb46e-d16f-485a-a324-4458acf75950,OM1
3784726,10/14/2018 15:41,2236,2,Identification,TRUE,dd8fccc8-c733-49a5-a7ab-df68d84da2b1,OM4
3784744,10/14/2018 15:44,8767,1,Identification,TRUE,c1e07f1a-8071-4b19-81f7-55e2abcb026c,CM1
3784775,10/14/2018 15:51,1750,3,Identification,TRUE,4ed33004-b5ba-474b-a8a4-f0df754e7377,CM1
3784786,10/14/2018 15:53,8767,1,Identification,TRUE,7fa96ccb-e8ab-485e-9845-9b8436abcf5d,OM4
3784787,10/14/2018 15:54,8767,1,Identification,TRUE,93bdb084-24f2-4ae4-aa16-5084ecaa69d9,CM1
3784792,10/14/2018 15:56,1033,6,Identification,TRUE,87bd4a0b-a869-46dc-be04-0c6e49a25eb4,CM1
3784794,10/14/2018 15:56,2236,2,Identification,TRUE,5326d71d-e4f9-419e-b538-ba2c64bf2e18,OM2
3784809,10/14/2018 15:59,8767,1,Identification,TRUE,8f96320c-3396-4b5a-9a75-79b02a42e82c,CM2
3784814,10/14/2018 16:00,2236,2,Identification,TRUE,9ed9655c-4669-4c31-b330-d1256017da20,CM3
3784816,10/14/2018 16:00,2236,2,Identification,TRUE,de76a574-3843-4e60-87a3-25b2f2e60b0b,OM2
3784847,10/14/2018 16:07,2236,2,Identification,TRUE,e4ad9590-1913-42c3-a322-06cfe4d3b626,OM2
3784863,10/14/2018 16:10,2236,2,Identification,TRUE,152808ca-1e1b-4b1b-81f2-08a2929aa01c,CM1
3784876,10/14/2018 16:12,2792,7,Identification,TRUE,d20ec8b5-511d-429d-b0ed-704ff793d332,CM2
3784901,10/14/2018 16:17,2792,7,Identification,TRUE,84d77fbf-1e10-4d14-93d8-c4348ea5c33f,CM3
3784922,10/14/2018 16:20,2236,2,Identification,TRUE,f0356e29-2131-44bd-953d-0ed0a9520ec2,OM1
3784933,10/14/2018 16:22,2236,2,Identification,TRUE,9ad70b27-5747-4ffb-9b4c-0acb4b154e86,CM4
3784934,10/14/2018 16:22,2792,7,Identification,TRUE,4acecb01-7cb5-4237-a2bd-16a6705b682a,OM2
3784946,10/14/2018 16:26,8767,1,Identification,TRUE,63ebdac3-8bb6-438e-960f-1e236c693681,CM1
3784955,10/14/2018 16:28,1750,3,Identification,TRUE,362031fc-0143-4099-a9ed-973e3b670f03,CM3
3784962,10/14/2018 16:29,8767,1,Identification,TRUE,91417bee-ceb4-4e38-a7d8-a11f8175499d,OM2
3784989,10/14/2018 16:35,1750,3,Identification,TRUE,84150dde-cc0c-48a0-87fb-7b7aa93e05fb,OM2
