Record_Number,RecordWritten,DNIS,Cluster_ID,Cluster_Type,RepeatCall,Repeat_UID,Source
3901241,10/29/2018 12:28:48 AM,2796,4,Identification,TRUE,fd1a39a3-4db9-405b-ac95-c9ae7ac81826,OM3
3901247,10/29/2018 12:32:08 AM,2236,2,Identification,TRUE,fd0af420-e79d-44c2-811d-65f8151bfc69,CM4
3901256,10/29/2018 12:36:17 AM,2236,2,Identification,TRUE,0c0dbdb1-c589-45d2-9732-8bce06e0a6b2,OM2
3901268,10/29/2018 12:40:43 AM,2236,2,Identification,TRUE,281bd85e-504d-4229-ba9c-d3f85aae4cb4,CM4
3901276,10/29/2018 12:45:00 AM,2236,2,Identification,TRUE,23b1ed50-cccd-44e4-8dad-a33bb369f847,CM3
3901297,10/29/2018 12:57:30 AM,2236,2,Identification,TRUE,3c964776-874b-46d0-8b29-0f3b73339dac,OM3
3901307,10/29/2018 1:05:02 AM,2796,4,Identification,TRUE,03a5d538-f2c5-4287-8ae8-dab8015228f3,OM1
3901314,10/29/2018 1:09:11 AM,2236,2,Identification,TRUE,459468d6-8adc-42de-bcde-30201f642a32,CM2
3901333,10/29/2018 1:22:53 AM,2796,4,Identification,TRUE,65fb9bb5-bff6-473e-b5da-a0599ab22e95,CM3
3901356,10/29/2018 1:52:28 AM,1750,3,Identification,TRUE,6b314bb3-12b6-41f5-b310-67cf47772dc3,OM2
3901360,10/29/2018 1:54:55 AM,1750,3,Identification,TRUE,8ad1a397-68fe-4d6d-b7b8-534bebc21ab3,CM3
3901376,10/29/2018 2:12:18 AM,2236,2,Identification,TRUE,e6744efc-8ef3-4df8-b07a-7e32125485ba,OM2
3901389,10/29/2018 2:22:34 AM,1750,3,Identification,TRUE,fa84c6d7-f741-4566-aa5b-aa2f40267096,CM4
3901420,10/29/2018 2:55:39 AM,8767,1,Identification,TRUE,5a0df6d1-5c7b-4852-ac02-88f5b0b2f21d,CM3
3901429,10/29/2018 3:05:55 AM,2236,2,Identification,TRUE,2f43f376-b94c-45de-9363-bc980e85e1e4,CM1
3901451,10/29/2018 3:42:49 AM,8767,1,Identification,TRUE,d7f10fc7-6de2-4898-86d1-407e32df8a3b,CM3
3901468,10/29/2018 4:28:27 AM,2236,2,Identification,TRUE,cd1f6420-6fd8-407b-b7bc-85fc3bb6381f,OM3
3901488,10/29/2018 4:56:18 AM,2236,2,Identification,TRUE,744c7227-dc12-40e3-94d5-d19285a67bbb,OM3
3901491,10/29/2018 5:05:02 AM,2796,4,Identification,TRUE,dfa062ad-c019-40e1-8404-ceab8d2eed61,OM2
3901496,10/29/2018 5:10:37 AM,8767,1,Identification,TRUE,321e4270-047a-4154-af80-6fa6fe321ea3,OM2
3901520,10/29/2018 5:41:04 AM,1750,3,Identification,TRUE,8d5a31be-ac51-4f90-9962-1c226a5312f7,CM4
3901522,10/29/2018 5:43:00 AM,1750,3,Identification,TRUE,33a023f1-ad81-4bf6-b02f-87a41680ab5d,OM3
3901526,10/29/2018 5:45:15 AM,1750,3,Identification,TRUE,44aeb4a4-6448-40b7-b3ab-2b2a399ea148,OM2
3901534,10/29/2018 5:57:42 AM,1750,3,Identification,TRUE,21790e8a-9767-4a67-a893-a9fdf2c40f91,OM1
3901547,10/29/2018 6:21:42 AM,1750,3,Identification,TRUE,fb4d3996-db05-4fd4-8f6c-bf53d91ca37c,CM3
3901561,10/29/2018 6:36:51 AM,1750,3,Identification,TRUE,7fa4564e-91e7-4b7c-8271-b465febbb833,OM3
3901560,10/29/2018 6:36:51 AM,1750,3,Identification,TRUE,901d72d5-c034-4cbb-83c1-40b71d772614,OM4
3901570,10/29/2018 6:45:24 AM,2236,2,Identification,TRUE,231545e5-6003-4bf2-af57-d3270ea445c5,CM3
3901580,10/29/2018 6:55:31 AM,1750,3,Identification,TRUE,efd12c73-5c85-47f1-921f-431184917647,CM3
3901592,10/29/2018 7:01:29 AM,1750,3,Identification,TRUE,ee725360-4def-4809-880a-fdb43d2d2826,CM3
3901610,10/29/2018 7:16:58 AM,2236,2,Identification,TRUE,1e0d86aa-680c-416d-86e8-a87022500ceb,CM2
3901622,10/29/2018 7:22:10 AM,2796,4,Identification,TRUE,b46c4467-8937-48e8-8fbc-730130289193,CM1
3901624,10/29/2018 7:24:35 AM,8767,1,Identification,TRUE,0e560907-c2d3-4cd3-b402-d6f220fd486a,CM1
3901657,10/29/2018 7:42:15 AM,1750,3,Identification,TRUE,5966ecbf-fc77-4121-b9e7-41fd0ef4e27f,OM3
3901663,10/29/2018 7:43:22 AM,2236,2,Identification,TRUE,3a4ba6c2-203b-4a35-8721-f4cd0a5fe556,CM1
3901678,10/29/2018 7:49:10 AM,2236,2,Identification,TRUE,e42a2ba4-86c7-45ba-b5f0-f9edf37b0973,OM1
3901680,10/29/2018 7:49:18 AM,8767,1,Identification,TRUE,b9f84f06-7ccd-4a1a-bf37-e4dba0416f48,OM4
3901695,10/29/2018 7:57:40 AM,2236,2,Identification,TRUE,ff795eb1-ca57-4338-bdcf-8c6b4fdeee9e,OM3
3901717,10/29/2018 8:03:47 AM,2236,2,Identification,TRUE,533c5ff7-b32d-4eb5-9f1c-75c1b98082e8,CM2
3901718,10/29/2018 8:03:51 AM,2236,2,Identification,TRUE,fbecfe21-fc11-4bdc-9bc3-7daf59ccb988,CM3
3901725,10/29/2018 8:05:27 AM,2236,2,Identification,TRUE,919f7061-e3be-442d-a47d-80c961e50a4d,OM3
3901731,10/29/2018 8:06:12 AM,2236,2,Identification,TRUE,52249540-9deb-42a1-87de-b69f43ae838c,OM3
3901751,10/29/2018 8:10:31 AM,2236,2,Identification,TRUE,039d69e9-aed6-41a3-a8ff-2a2036858530,CM2
3901760,10/29/2018 8:12:39 AM,8767,1,Identification,TRUE,a8756dfb-5ef4-4509-8cd3-a0418240e44a,OM2
3901764,10/29/2018 8:13:27 AM,8767,1,Identification,TRUE,c50b8045-f338-476b-8778-d14b942daf27,CM4
3901780,10/29/2018 8:16:52 AM,2236,2,Identification,TRUE,c4bd7df0-f9fb-4bff-9ae6-ae7c88daa78d,CM1
3901799,10/29/2018 8:21:57 AM,2236,2,Identification,TRUE,be5ecd59-ace2-4c8e-a4d2-fc6ec9f55208,OM3
3901800,10/29/2018 8:22:31 AM,2796,4,Identification,TRUE,18e62287-fe4e-4aa5-8b45-cc6560dc9977,OM3
3901810,10/29/2018 8:24:42 AM,2796,4,Identification,TRUE,6236d7ed-d5d2-4cdb-abd0-6ca830c8188c,CM4
3901814,10/29/2018 8:25:39 AM,1033,6,Identification,TRUE,097a4576-c84a-4293-9780-9953bf79f4dd,CM1
3901824,10/29/2018 8:27:24 AM,2236,2,Identification,TRUE,6097e8db-b13f-40dd-8ccd-9e5a732adfae,CM1
3901827,10/29/2018 8:27:39 AM,2236,2,Identification,TRUE,1f38439d-85ca-437c-89b6-1897767ab2e8,OM2
3901838,10/29/2018 8:29:53 AM,2796,4,Identification,TRUE,37119c28-cf5c-4f1e-b893-7e7d7e1687ea,CM4
3901853,10/29/2018 8:33:14 AM,1750,3,Identification,TRUE,a4c3d226-8450-42d5-b434-756c306f93db,OM3
3901856,10/29/2018 8:34:03 AM,2236,2,Identification,TRUE,b88dbf0d-46e5-48f6-8206-d9e66f3ef982,OM3
3901867,10/29/2018 8:38:00 AM,2236,2,Identification,TRUE,9a51e643-ec0b-4c56-819b-9f46a4a9afc7,OM3
3901869,10/29/2018 8:38:23 AM,2236,2,Identification,TRUE,ae7ae12f-26f3-45ee-9e94-d78ded434929,CM1
3901875,10/29/2018 8:39:58 AM,1750,3,Identification,TRUE,625cb523-3033-4308-bb27-ba8610327161,OM3
3901880,10/29/2018 8:40:20 AM,2796,4,Identification,TRUE,9623eeb8-6d39-4b08-b2de-e99e204edfba,OM2
3901908,10/29/2018 8:45:06 AM,2796,4,Identification,TRUE,7f4651f8-f6bf-4d61-8450-2082e8914a3a,OM1
3901910,10/29/2018 8:45:52 AM,1033,6,Identification,TRUE,1ef7b760-736e-4627-affe-fef7f4836413,OM3
3901914,10/29/2018 8:46:26 AM,2236,2,Identification,TRUE,2c0754d8-e8a9-47b8-ba72-8932a54dfbfa,CM3
3901922,10/29/2018 8:48:10 AM,1750,3,Identification,TRUE,fa82837d-0242-400e-8e0b-b9976a4a2ccd,OM1
3901925,10/29/2018 8:48:57 AM,8767,1,Identification,TRUE,793c9344-ce98-4eda-8e33-de98c35d2c02,OM3
3901934,10/29/2018 8:50:40 AM,2796,4,Identification,TRUE,a3f240b2-6bc0-4fa1-83f9-09c818baeaf1,CM2
3901942,10/29/2018 8:51:24 AM,8767,1,Identification,TRUE,13827c0c-d95b-4e73-a836-a7e88fefea79,OM3
3901951,10/29/2018 8:53:04 AM,2236,2,Identification,TRUE,299f9498-e53f-4319-ab6a-2fe16843ece1,CM2
3901972,10/29/2018 8:56:54 AM,1750,3,Identification,TRUE,73a2f4e0-6e6b-4cdf-9cea-243b78415026,OM3
3901993,10/29/2018 9:00:28 AM,1033,6,Identification,TRUE,34eb9664-3ea2-4025-9f68-90855c949d26,CM1
3902006,10/29/2018 9:01:24 AM,1750,3,Identification,TRUE,1c7043b7-6c03-44ac-85db-1155c591524c,CM4
3902015,10/29/2018 9:02:57 AM,2236,2,Identification,TRUE,f8218246-1b33-40cf-9549-eae1b3fef27e,CM3
3902018,10/29/2018 9:03:39 AM,2236,2,Identification,TRUE,fd551da3-71fa-4bcb-a80c-8c6313e705ba,CM2
3902028,10/29/2018 9:04:45 AM,8767,1,Identification,TRUE,287d5cd7-8b4a-4ab8-9d89-910da1b8ff41,OM2
3902040,10/29/2018 9:06:58 AM,2236,2,Identification,TRUE,0d8cfab8-f724-4d1c-968e-328b0f428a78,OM2
3902044,10/29/2018 9:07:41 AM,8767,1,Identification,TRUE,86e28ca8-0842-47d7-8d83-9b8bcf4ce1b9,CM4
3902066,10/29/2018 9:09:55 AM,8767,1,Identification,TRUE,0ede1c29-5655-419f-b477-bf7614adc052,OM2
3902068,10/29/2018 9:10:29 AM,2796,4,Identification,TRUE,d34d9e6e-158b-4aad-bf27-ba22ddcaf4dd,CM1
3902089,10/29/2018 9:13:01 AM,1750,3,Identification,TRUE,a2cfc1fc-aa43-4448-bbd1-7960a4cdf919,OM4
3902099,10/29/2018 9:14:45 AM,2236,2,Identification,TRUE,205af449-1d2f-493e-b21e-749c87c83222,CM4
3902114,10/29/2018 9:16:11 AM,1750,3,Identification,TRUE,108b2ff0-7b35-4533-828c-5259724babd5,OM1
3902128,10/29/2018 9:17:54 AM,2236,2,Identification,TRUE,9c730331-4bc4-421d-8c5b-0af331dbaa36,OM4
3902130,10/29/2018 9:18:29 AM,2236,2,Identification,TRUE,4addc363-50d9-448c-b51b-45ea850dd1aa,CM1
3902140,10/29/2018 9:20:09 AM,2236,2,Identification,TRUE,3c9667b1-46fc-42cc-b370-137632974792,OM4
3902160,10/29/2018 9:22:52 AM,1750,3,Identification,TRUE,e915e99f-ca37-4610-b470-4f066ba866e0,CM1
3902165,10/29/2018 9:23:42 AM,2236,2,Identification,TRUE,692dc2d0-3af9-4ef3-bfa2-ec13eb34bde0,CM4
3902174,10/29/2018 9:24:52 AM,8767,1,Identification,TRUE,b889d22f-4e6a-4052-ae07-328eeb3c1225,OM1
3902194,10/29/2018 9:26:56 AM,2236,2,Identification,TRUE,a3e9a00f-b505-4c09-bd4b-e6f1950050da,CM3
3902195,10/29/2018 9:27:04 AM,2236,2,Identification,TRUE,cff0c916-baf6-4e6e-87dd-5eea3984b05e,OM4
3902196,10/29/2018 9:27:25 AM,2236,2,Identification,TRUE,bbbb42ed-ed15-417d-a738-cc5a49dc5ffa,CM1
3902200,10/29/2018 9:28:01 AM,2236,2,Identification,TRUE,40beefaa-a454-4877-ac4c-5e3703cdea07,OM4
3902204,10/29/2018 9:28:34 AM,2236,2,Identification,TRUE,2f076922-2ebd-49d2-a2ba-cd3cd10d41e1,OM4
3902214,10/29/2018 9:29:55 AM,1750,3,Identification,TRUE,4d425610-50be-4f3b-89e1-ab5c56f1182e,CM3
3902221,10/29/2018 9:31:01 AM,1750,3,Identification,TRUE,fa0dced5-dc0b-4286-bdfc-486be4d3779a,CM3
3902226,10/29/2018 9:31:20 AM,8767,1,Identification,TRUE,1fbff8fc-b45a-4829-9a62-a7c5d1fd630e,OM2
3902240,10/29/2018 9:32:54 AM,8767,1,Identification,TRUE,1e73e4bd-6727-4be2-be3b-94dfe24058ea,CM3
3902244,10/29/2018 9:33:23 AM,2796,4,Identification,TRUE,55829f26-b127-423a-a29e-f00edc945bd6,CM1
3902251,10/29/2018 9:34:10 AM,2236,2,Identification,TRUE,465c39f3-b217-40f4-ac70-5fbc59c67f52,OM3
3902262,10/29/2018 9:36:15 AM,1750,3,Identification,TRUE,a5df91d6-08f7-49fa-9486-5dfb2c7a4941,CM3
3902272,10/29/2018 9:37:07 AM,2236,2,Identification,TRUE,b967341a-ca82-4d06-a227-b1c694e707cf,OM3
3902276,10/29/2018 9:37:29 AM,8767,1,Identification,TRUE,14da48d0-4fdd-4c49-8f54-f0334fbf17b7,OM4
3902282,10/29/2018 9:37:49 AM,2236,2,Identification,TRUE,297b56e8-e689-45d7-9cc2-ebdca5a51b0c,CM3
3902288,10/29/2018 9:38:18 AM,1750,3,Identification,TRUE,81b72036-a094-4296-89ad-65c82db374a6,CM4
3902291,10/29/2018 9:38:27 AM,2236,2,Identification,TRUE,d79da6c0-c796-4a9d-bf72-d671217c3c7f,OM3
3902314,10/29/2018 9:41:13 AM,8767,1,Identification,TRUE,92b0a78d-3712-4d93-938d-47df47772789,CM2
3902321,10/29/2018 9:41:59 AM,2236,2,Identification,TRUE,6cf1e6f8-a48a-44df-b619-f7abe45ee9c9,OM3
3902329,10/29/2018 9:42:41 AM,8767,1,Identification,TRUE,48197918-da30-4c0f-a441-a5f9ff689d40,CM2
3902330,10/29/2018 9:42:45 AM,1750,3,Identification,TRUE,82689b17-25c0-47ca-a955-45b3b7aa440c,OM4
3902337,10/29/2018 9:44:00 AM,2236,2,Identification,TRUE,7ecbbf3b-463f-4c78-945a-976c4268c40e,CM3
3902340,10/29/2018 9:44:25 AM,2796,4,Identification,TRUE,f9f880ec-a993-4d51-ae7c-acc07cfde07d,CM3
3902351,10/29/2018 9:45:42 AM,1033,6,Identification,TRUE,b49b82e1-53d6-49b3-91c5-6ce7a47a0662,OM3
3902374,10/29/2018 9:48:58 AM,8767,1,Identification,TRUE,2c9431d3-030b-4ca3-99cb-24bb8f760e41,OM2
3902380,10/29/2018 9:49:20 AM,2236,2,Identification,TRUE,f7765ccd-7ad2-48a9-8e03-d1dadffce430,CM1
3902394,10/29/2018 9:50:50 AM,1033,6,Identification,TRUE,67ec0f9b-23a7-4990-b355-d058e805966d,OM4
3902396,10/29/2018 9:51:06 AM,2236,2,Identification,TRUE,ad71d9c1-6662-4b23-9807-15deb6778504,CM4
3902403,10/29/2018 9:52:19 AM,1750,3,Identification,TRUE,ad200700-a560-466a-abef-90671f01eca4,CM4
3902406,10/29/2018 9:52:40 AM,2796,4,Identification,TRUE,02a7c619-b6b5-46e9-a4ad-b7569ee80239,OM4
3902412,10/29/2018 9:53:42 AM,1750,3,Identification,TRUE,3b7f09fe-e865-4a66-b638-595d7e24b88b,OM3
3902413,10/29/2018 9:54:01 AM,1750,3,Identification,TRUE,617d937d-73d1-4b58-9afd-f7bb5693775e,CM4
3902422,10/29/2018 9:55:05 AM,2236,2,Identification,TRUE,9926df3b-c555-4c77-91d7-23db3782a2ed,OM3
3902426,10/29/2018 9:55:20 AM,8767,1,Identification,TRUE,d6d5609f-9671-4c9a-a692-7e4ed8f441e7,CM1
3902437,10/29/2018 9:56:19 AM,1750,3,Identification,TRUE,0a07a3f0-29b0-45da-88f1-530ae370d004,CM3
3902439,10/29/2018 9:56:27 AM,2236,2,Identification,TRUE,c6215a03-7b86-4c78-9a4c-4001f8511758,CM3
3902454,10/29/2018 9:57:59 AM,1750,3,Identification,TRUE,c1e1882e-276f-41f8-8668-bbdce829d60d,OM2
3902461,10/29/2018 9:58:58 AM,2236,2,Identification,TRUE,f3524d5f-7bf1-4dd1-8d9f-0d080cda707c,OM4
3902477,10/29/2018 10:01:52 AM,2236,2,Identification,TRUE,a9b91c4e-8ac7-4379-92cc-8cba7c1977f0,CM4
3902485,10/29/2018 10:02:21 AM,2792,7,Identification,TRUE,0dccd5c8-e60a-4c20-8e37-5fa31aeb1071,CM2
3902497,10/29/2018 10:03:33 AM,2236,2,Identification,TRUE,df499971-f3c3-4863-8fa1-70c0ae42029a,OM1
3902510,10/29/2018 10:04:41 AM,2236,2,Identification,TRUE,954ec55f-417f-4a81-8c25-6498feda2f2b,CM2
3902511,10/29/2018 10:04:43 AM,2236,2,Identification,TRUE,e1a85a57-5588-48cc-9473-8d4034205a4e,OM1
3902517,10/29/2018 10:05:19 AM,8767,1,Identification,TRUE,e865961a-3d93-464e-9411-90d76985085f,OM4
3902519,10/29/2018 10:05:29 AM,2236,2,Identification,TRUE,396e415c-bdf7-40ad-a09a-9ef9da954b9c,CM4
3902546,10/29/2018 10:08:57 AM,2236,2,Identification,TRUE,90e02020-832c-472b-b5ac-c67d2b5f3f0a,OM3
3902557,10/29/2018 10:09:45 AM,8767,1,Identification,TRUE,12beefeb-678d-4151-9640-5a76fc06a126,CM2
3902570,10/29/2018 10:11:12 AM,2796,4,Identification,TRUE,341698b6-a070-4b24-8dae-9280791925a3,OM3
3902577,10/29/2018 10:12:20 AM,2236,2,Identification,TRUE,5608e164-5bc7-4f2a-965d-463e2e388f92,CM1
3902579,10/29/2018 10:12:51 AM,8767,1,Identification,TRUE,91b91835-1392-476d-a166-b715093c7332,OM3
3902581,10/29/2018 10:13:01 AM,2236,2,Identification,TRUE,2a502db4-0cf1-4397-acc5-45b20d6564b2,CM4
3902619,10/29/2018 10:16:24 AM,2236,2,Identification,TRUE,c88d4a94-d929-4370-92cf-686fef4374a3,CM3
3902633,10/29/2018 10:17:51 AM,1750,3,Identification,TRUE,c338a84b-762f-43cf-a383-7360137de71f,CM3
3902634,10/29/2018 10:18:08 AM,2796,4,Identification,TRUE,0ef93e92-7e94-4f69-b7f0-9e8e6844f2a5,OM4
3902638,10/29/2018 10:18:36 AM,1750,3,Identification,TRUE,7e7d995c-d347-4789-aaea-e137b14b2b64,OM4
3902644,10/29/2018 10:19:33 AM,2796,4,Identification,TRUE,eac5cb4c-5593-4f46-9744-07c2215c8777,CM3
3902646,10/29/2018 10:20:13 AM,8767,1,Identification,TRUE,b7ff9551-fbee-47ea-9bca-bd95932786d1,OM3
3902664,10/29/2018 10:21:50 AM,2236,2,Identification,TRUE,731e3d5f-866b-4c7f-b144-709872ce4242,CM3
3902693,10/29/2018 10:25:10 AM,1750,3,Identification,TRUE,e3e422ae-91c7-4343-9533-327b5bd9ff39,OM2
3902701,10/29/2018 10:25:24 AM,1750,3,Identification,TRUE,1a2bac56-796c-4fca-ab27-cf4f266d7271,OM2
3902702,10/29/2018 10:25:26 AM,8767,1,Identification,TRUE,51c29deb-a35f-4225-8b3b-90eba45a0100,OM2
3902705,10/29/2018 10:25:41 AM,8767,1,Identification,TRUE,9be831e4-f789-42ef-a97c-2af6d8067690,OM2
3902714,10/29/2018 10:26:25 AM,1750,3,Identification,TRUE,e5d7d6b8-55a5-4ead-808c-279b0a4f2270,OM1
3902718,10/29/2018 10:27:02 AM,1750,3,Identification,TRUE,8413fe91-2e4e-46af-b85c-fd44e7507d21,CM2
3902721,10/29/2018 10:27:32 AM,1750,3,Identification,TRUE,a9f39b93-cc0f-46aa-83ed-5363a827d93a,OM2
3902730,10/29/2018 10:28:18 AM,8767,1,Identification,TRUE,78e2c86a-e775-4df7-8d91-0641eebdcf01,OM3
3902736,10/29/2018 10:29:54 AM,2236,2,Identification,TRUE,77fafa08-ac29-4d78-80ca-3be9c1853c42,OM3
3902759,10/29/2018 10:32:19 AM,2796,4,Identification,TRUE,4f730ab9-4350-4ca0-9294-216952aee3e7,CM3
3902769,10/29/2018 10:33:03 AM,1750,3,Identification,TRUE,ab1203c7-52a7-4d8e-89ad-4e5a3612d36e,CM2
3902776,10/29/2018 10:33:53 AM,2236,2,Identification,TRUE,c6ec086a-411f-4c45-9684-9dbd8c0504a2,CM3
3902809,10/29/2018 10:36:16 AM,2236,2,Identification,TRUE,c8675fff-18c6-421d-ae66-08cedb4ea010,CM4
3902811,10/29/2018 10:36:30 AM,2236,2,Identification,TRUE,82ea4812-462c-4a43-b1af-68889eebb42f,CM3
3902822,10/29/2018 10:37:22 AM,2796,4,Identification,TRUE,f84f94b7-c9c8-4203-b43d-b41a890108a2,OM2
3902838,10/29/2018 10:39:29 AM,2236,2,Identification,TRUE,2e8364cd-bfb1-4bb2-9f26-1d5b79c8975d,OM1
3902849,10/29/2018 10:39:53 AM,2236,2,Identification,TRUE,97d89b90-77a7-4ee8-9af2-5545dcaf9aee,OM4
3902851,10/29/2018 10:40:03 AM,1750,3,Identification,TRUE,7eb85d1a-6774-4b81-bb75-6f78670cc155,CM2
3902859,10/29/2018 10:40:38 AM,2796,4,Identification,TRUE,dff0c391-5094-4b46-b380-71362686460e,CM1
3902874,10/29/2018 10:43:05 AM,1750,3,Identification,TRUE,edc13532-7bec-4481-9861-0015c5ee788e,CM1
3902901,10/29/2018 10:45:58 AM,1750,3,Identification,TRUE,b923ac9a-5c16-42a5-b7a2-b05fb9a3f124,CM1
3902920,10/29/2018 10:48:38 AM,2236,2,Identification,TRUE,c49498fe-8070-4572-9643-9afb93618aff,CM3
3902940,10/29/2018 10:51:12 AM,2236,2,Identification,TRUE,b6fe551c-22a9-4eff-9dfd-54cca564baa9,CM3
3902950,10/29/2018 10:52:00 AM,1750,3,Identification,TRUE,171ce9cd-3cf0-4752-b8df-dd846524849b,OM2
3902952,10/29/2018 10:52:10 AM,8767,1,Identification,TRUE,a3f44a12-f3ef-4204-a55c-034e0e64083c,OM4
3902962,10/29/2018 10:53:14 AM,2796,4,Identification,TRUE,d2192b2e-2d4e-4d5f-b12f-1b697f998e0a,OM3
3902963,10/29/2018 10:53:16 AM,2236,2,Identification,TRUE,9d6d1a8e-e92e-4e3d-b199-8aef01dd27d2,OM4
3902976,10/29/2018 10:54:50 AM,8767,1,Identification,TRUE,0e915259-f5e8-4885-b9a2-f9b4924d78b7,OM2
3902978,10/29/2018 10:55:00 AM,2236,2,Identification,TRUE,202b1b25-0f41-427f-a88e-2a06ecd0b2b1,OM4
3902980,10/29/2018 10:55:15 AM,1750,3,Identification,TRUE,a56deb08-1f02-4092-bc5a-10f7641d6611,OM1
3902990,10/29/2018 10:56:32 AM,2796,4,Identification,TRUE,541f5dfa-1d87-4681-b5cc-1e195422780b,OM4
3903004,10/29/2018 10:58:26 AM,1750,3,Identification,TRUE,5ceaa804-491f-4344-a1f6-fbf45736c78c,OM2
3903010,10/29/2018 10:58:59 AM,2236,2,Identification,TRUE,9caaec21-c130-4766-8347-21da590a71f5,OM1
3903016,10/29/2018 10:59:28 AM,2236,2,Identification,TRUE,1cd88450-a25a-4766-ae0d-3470520aeb5b,CM1
3903030,10/29/2018 11:00:28 AM,2796,4,Identification,TRUE,aab7f10b-87fe-46a2-8ae2-52378eecfb76,CM3
3903033,10/29/2018 11:00:44 AM,2236,2,Identification,TRUE,2a32c265-aa1a-4fe7-863a-6c2bb1edd5b1,OM2
3903087,10/29/2018 11:06:41 AM,2236,2,Identification,TRUE,f33161ca-7045-47c9-96f6-aff9bb9cdc49,CM4
3903091,10/29/2018 11:06:47 AM,8767,1,Identification,TRUE,c44dbf43-8b58-4e6a-a5a8-c18c5ef9dd35,CM2
3903123,10/29/2018 11:10:02 AM,2236,2,Identification,TRUE,7f07ae83-0ce5-4e6a-889c-15a12555144c,CM1
3903157,10/29/2018 11:12:58 AM,2236,2,Identification,TRUE,03cc2c74-e9f8-4e09-b30c-1945074e8450,CM4
3903184,10/29/2018 11:15:36 AM,2236,2,Identification,TRUE,602c99ba-5fd2-480a-8b0a-97cb2fb2d003,OM1
3903189,10/29/2018 11:15:53 AM,2236,2,Identification,TRUE,fdc18a06-6ea1-4b92-95e9-44d8beff808a,CM3
3903195,10/29/2018 11:16:43 AM,1750,3,Identification,TRUE,f330b454-ffc3-42d8-80c2-b4e964490ee0,OM3
3903214,10/29/2018 11:18:52 AM,2796,4,Identification,TRUE,34f25117-13af-4602-aed4-236348d30e43,CM4
3903223,10/29/2018 11:19:39 AM,2236,2,Identification,TRUE,7b3be25e-f399-4ed4-9ea1-6889a52c28dc,CM4
3903245,10/29/2018 11:22:36 AM,2796,4,Identification,TRUE,4cfff192-4cac-4372-b0a9-6fb9afa845c4,CM2
3903255,10/29/2018 11:23:22 AM,1750,3,Identification,TRUE,4759d7ed-dc61-46f4-9b6c-c1f55878f5e3,CM1
3903267,10/29/2018 11:24:59 AM,2236,2,Identification,TRUE,1c2f882b-01ff-4c41-93a3-be2bbea7d104,CM3
3903293,10/29/2018 11:27:51 AM,1750,3,Identification,TRUE,8755ec9a-f406-4ee6-ba75-99abd06454c9,CM3
3903302,10/29/2018 11:28:47 AM,2796,4,Identification,TRUE,68af398e-fe8e-4a26-9fc6-783d8c8c34c6,OM1
3903303,10/29/2018 11:28:48 AM,2236,2,Identification,TRUE,885e347c-8198-4136-a324-bb99b3c30d5a,OM2
3903330,10/29/2018 11:31:47 AM,2796,4,Identification,TRUE,39b84780-5efd-4679-a377-04b0f6dc673a,CM3
3903334,10/29/2018 11:32:11 AM,8767,1,Identification,TRUE,a61dbdf0-4dff-4a3b-b057-25a99b0af16a,OM4
3903335,10/29/2018 11:32:20 AM,1750,3,Identification,TRUE,62cde93c-f47d-4c6f-904f-47e13849962c,OM2
3903350,10/29/2018 11:33:35 AM,1750,3,Identification,TRUE,6435b08e-374e-4f28-854f-9a4adf8cd560,CM4
3903364,10/29/2018 11:35:12 AM,2796,4,Identification,TRUE,b93c22df-f652-40bd-9435-31b943e9103c,OM3
3903370,10/29/2018 11:35:37 AM,1033,6,Identification,TRUE,9a31574a-0d31-41a0-80d5-03835bfd9550,CM1
3903398,10/29/2018 11:38:47 AM,2236,2,Identification,TRUE,2ad074b9-91a1-4443-8593-92e77ecdcb14,OM1
3903415,10/29/2018 11:40:10 AM,2236,2,Identification,TRUE,5674474a-e8a0-4b2c-84a7-5d489bf75cd8,CM4
3903435,10/29/2018 11:42:18 AM,8767,1,Identification,TRUE,cf70be97-1018-4f5b-b4c8-fd01a767ef32,CM2
3903450,10/29/2018 11:43:24 AM,2796,4,Identification,TRUE,7cf754a9-d7cd-406c-a9e7-d5345b972ff1,OM2
3903456,10/29/2018 11:43:44 AM,2236,2,Identification,TRUE,f9cd2655-9e96-4c4f-894c-e1dbfc5c0cb0,OM3
3903461,10/29/2018 11:44:03 AM,2236,2,Identification,TRUE,c662f84d-c0b0-48dd-890f-718ac4481f77,OM3
3903500,10/29/2018 11:47:09 AM,8767,1,Identification,TRUE,1ccbc414-f3e7-4dd2-b44c-12abdb5859d8,OM2
3903501,10/29/2018 11:47:24 AM,1750,3,Identification,TRUE,0994855f-26c0-498b-b5af-215d8e101184,OM2
3903518,10/29/2018 11:48:52 AM,2796,4,Identification,TRUE,8cffe707-df7b-4504-839d-deb3da8c7f57,CM2
3903545,10/29/2018 11:52:05 AM,2236,2,Identification,TRUE,72e14cde-6638-403f-945e-b98e3b492b9e,OM3
3903552,10/29/2018 11:52:16 AM,2334,5,Identification,TRUE,c28fdf6c-b80b-4f2d-961b-6002fd8295ef,OM1
3903556,10/29/2018 11:52:36 AM,8767,1,Identification,TRUE,490a6bf8-2c8d-4120-aa74-660673108e5e,OM2
3903580,10/29/2018 11:55:01 AM,2796,4,Identification,TRUE,26d421f3-362c-4664-a703-66a50773f3f9,OM3
